,split,use,model,beta,trial,verb,model_pred,data_val
178,4,test,regression,1.6388712603074087,18,no_difference,0.4517420790193387,0.2762
179,4,test,regression,1.6388712603074087,32,enabled,0.41727093597235626,0.7004
180,5,train,regression,1.6551725387277543,32,enabled,0.4164633831085658,0.7004
181,5,train,regression,1.6551725387277543,16,caused,0.30846244551719154,0.1916
182,5,train,regression,1.6551725387277543,1,affected,0.4478143319566762,0.4442
183,5,train,regression,1.6551725387277543,30,enabled,0.625518356550143,0.7934
184,5,train,regression,1.6551725387277543,11,caused,0.5985586097261641,0.539
185,5,train,regression,1.6551725387277543,12,caused,0.7789158563361925,0.6706
186,5,train,regression,1.6551725387277543,18,no_difference,0.451265105364611,0.2762
187,5,train,regression,1.6551725387277543,35,enabled,0.47104627370979574,0.7284
188,5,train,regression,1.6551725387277543,29,enabled,0.47853399188432294,0.4366
189,5,train,regression,1.6551725387277543,25,no_difference,0.22727507257579702,0.234
190,5,train,regression,1.6551725387277543,3,affected,0.6661821576794588,0.4784
191,5,train,regression,1.6551725387277543,10,caused,0.5153510581645726,0.5508
192,5,train,regression,1.6551725387277543,0,affected,0.519614994838614,0.6858
193,5,train,regression,1.6551725387277543,28,enabled,0.49980477719685495,0.502
194,5,train,regression,1.6551725387277543,19,no_difference,0.5,0.4882
195,5,train,regression,1.6551725387277543,14,caused,0.6312749734932191,0.6836
196,5,train,regression,1.6551725387277543,22,no_difference,0.3065602783168115,0.197
197,5,train,regression,1.6551725387277543,23,no_difference,0.37162357803220136,0.282
198,5,test,regression,1.6551725387277543,33,enabled,0.5915077328056596,0.781
199,5,test,regression,1.6551725387277543,20,no_difference,0.48308886258496,0.2886
200,5,test,regression,1.6551725387277543,17,caused,0.36834417864775626,0.2198
201,5,test,regression,1.6551725387277543,34,enabled,0.44265247289855597,0.1744
202,5,test,regression,1.6551725387277543,8,affected,0.41657130047050095,0.1424
203,5,test,regression,1.6551725387277543,31,enabled,0.41155717743582676,0.2504
204,5,test,regression,1.6551725387277543,26,no_difference,0.19095992566938763,0.1842
205,5,test,regression,1.6551725387277543,4,affected,0.6161735443024311,0.4196
206,5,test,regression,1.6551725387277543,5,affected,0.3936310144345983,0.2108
207,5,test,regression,1.6551725387277543,21,no_difference,0.32379928020654,0.1978
208,5,test,regression,1.6551725387277543,7,affected,0.41657130047050095,0.1922
209,5,test,regression,1.6551725387277543,2,affected,0.4648350585957161,0.6936
210,5,test,regression,1.6551725387277543,9,caused,0.38958395253132055,0.4966
211,5,test,regression,1.6551725387277543,27,enabled,0.5599388065735934,0.5834
212,5,test,regression,1.6551725387277543,24,no_difference,0.7025154065472295,0.723
213,5,test,regression,1.6551725387277543,15,caused,0.39992519124816434,0.1278
214,5,test,regression,1.6551725387277543,13,caused,0.37486456402973206,0.3462
215,5,test,regression,1.6551725387277543,6,affected,0.41657130047050095,0.2102
216,6,train,regression,2.312774938914699,17,caused,0.32003690016658404,0.2198
217,6,train,regression,2.312774938914699,31,enabled,0.37763944627824825,0.2504
218,6,train,regression,2.312774938914699,11,caused,0.6360290265522175,0.539
219,6,train,regression,2.312774938914699,5,affected,0.35348882013566707,0.2108
220,6,train,regression,2.312774938914699,6,affected,0.3844502444939683,0.2102
221,6,train,regression,2.312774938914699,34,enabled,0.4202020948009294,0.1744
222,6,train,regression,2.312774938914699,7,affected,0.3844502444939683,0.1922
223,6,train,regression,2.312774938914699,14,caused,0.6794652735855325,0.6836
224,6,train,regression,2.312774938914699,32,enabled,0.3843034220202913,0.7004
225,6,train,regression,2.312774938914699,4,affected,0.6595739229655685,0.4196
226,6,train,regression,2.312774938914699,25,no_difference,0.15316832183677279,0.234
227,6,train,regression,2.312774938914699,1,affected,0.42733258508275596,0.4442
228,6,train,regression,2.312774938914699,35,enabled,0.45958596203071317,0.7284
229,6,train,regression,2.312774938914699,30,enabled,0.6719170832541242,0.7934
230,6,train,regression,2.312774938914699,12,caused,0.8531727140678508,0.6706
231,6,train,regression,2.312774938914699,21,no_difference,0.263292481474023,0.1978
232,6,train,regression,2.312774938914699,9,caused,0.34808349477982536,0.4966
233,6,train,regression,2.312774938914699,15,caused,0.3619310724827943,0.1278
234,6,test,regression,2.312774938914699,26,no_difference,0.11738783132848635,0.1842
235,6,test,regression,2.312774938914699,27,enabled,0.5833714520369003,0.5834
236,6,test,regression,2.312774938914699,24,no_difference,0.7686506999603125,0.723
237,6,test,regression,2.312774938914699,29,enabled,0.4700230624779624,0.4366
238,6,test,regression,2.312774938914699,3,affected,0.7242196714607925,0.4784
239,6,test,regression,2.312774938914699,13,caused,0.32858654358049605,0.3462
240,6,test,regression,2.312774938914699,8,affected,0.3844502444939683,0.1424
241,6,test,regression,2.312774938914699,10,caused,0.5214436371851341,0.5508
242,6,test,regression,2.312774938914699,18,no_difference,0.4321077063416528,0.2762
243,6,test,regression,2.312774938914699,23,no_difference,0.32432991753906687,0.282
244,6,test,regression,2.312774938914699,28,enabled,0.4997272149131275,0.502
245,6,test,regression,2.312774938914699,0,affected,0.5273946721569734,0.6858
246,6,test,regression,2.312774938914699,22,no_difference,0.24221991510361596,0.197
247,6,test,regression,2.312774938914699,16,caused,0.24451824823180393,0.1916
248,6,test,regression,2.312774938914699,19,no_difference,0.5,0.4882
249,6,test,regression,2.312774938914699,20,no_difference,0.4763786239284525,0.2886
250,6,test,regression,2.312774938914699,2,affected,0.45094107008905765,0.6936
251,6,test,regression,2.312774938914699,33,enabled,0.6265123297832745,0.781
252,7,train,regression,1.8903963804661839,13,caused,0.35799402190964213,0.3462
253,7,train,regression,1.8903963804661839,20,no_difference,0.4806877888074636,0.2886
254,7,train,regression,1.8903963804661839,31,enabled,0.39930969212721923,0.2504
255,7,train,regression,1.8903963804661839,25,no_difference,0.19818510920344323,0.234
256,7,train,regression,1.8903963804661839,11,caused,0.6121200004511301,0.539
257,7,train,regression,1.8903963804661839,18,no_difference,0.4443928752801853,0.2762
258,7,train,regression,1.8903963804661839,9,caused,0.3745187522630445,0.4966
259,7,train,regression,1.8903963804661839,8,affected,0.40498467768528895,0.1424
260,7,train,regression,1.8903963804661839,28,enabled,0.4997770332300073,0.502
261,7,train,regression,1.8903963804661839,14,caused,0.6488763879928356,0.6836
262,7,train,regression,1.8903963804661839,35,enabled,0.46694278774154235,0.7284
263,7,train,regression,1.8903963804661839,26,no_difference,0.16124854799993224,0.1842
264,7,train,regression,1.8903963804661839,1,affected,0.44046393832238084,0.4442
265,7,train,regression,1.8903963804661839,16,caused,0.28454062700189725,0.1916
266,7,train,regression,1.8903963804661839,12,caused,0.8081963415302648,0.6706
267,7,train,regression,1.8903963804661839,22,no_difference,0.28246830404440704,0.197
268,7,train,regression,1.8903963804661839,4,affected,0.6319534477958895,0.4196
269,7,train,regression,1.8903963804661839,23,no_difference,0.35436551043641623,0.282
270,7,test,regression,1.8903963804661839,30,enabled,0.6424348803465123,0.7934
271,7,test,regression,1.8903963804661839,2,affected,0.4598577806184004,0.6936
272,7,test,regression,1.8903963804661839,21,no_difference,0.3013211903490859,0.1978
273,7,test,regression,1.8903963804661839,10,caused,0.5175309873215762,0.5508
274,7,test,regression,1.8903963804661839,0,affected,0.5223990689201643,0.6858
275,7,test,regression,1.8903963804661839,17,caused,0.35069788189246304,0.2198
276,7,test,regression,1.8903963804661839,27,enabled,0.5683570323266008,0.5834
277,7,test,regression,1.8903963804661839,29,enabled,0.4754879492788943,0.4366
278,7,test,regression,1.8903963804661839,7,affected,0.40498467768528895,0.1922
279,7,test,regression,1.8903963804661839,15,caused,0.38616923719626567,0.1278
280,7,test,regression,1.8903963804661839,6,affected,0.40498467768528895,0.2102
281,7,test,regression,1.8903963804661839,5,affected,0.37907440213148014,0.2108
282,7,test,regression,1.8903963804661839,33,enabled,0.6041561253345443,0.781
283,7,test,regression,1.8903963804661839,24,no_difference,0.7273907746743582,0.723
284,7,test,regression,1.8903963804661839,3,affected,0.6876518258366985,0.4784
285,7,test,regression,1.8903963804661839,19,no_difference,0.5,0.4882
286,7,test,regression,1.8903963804661839,32,enabled,0.4048624736092848,0.7004
287,7,test,regression,1.8903963804661839,34,enabled,0.4345900870816334,0.1744
288,8,train,regression,2.5941944312405694,35,enabled,0.4546938661358708,0.7284
289,8,train,regression,2.5941944312405694,20,no_difference,0.47350945429277824,0.2886
290,8,train,regression,2.5941944312405694,29,enabled,0.4663858597813188,0.4366
291,8,train,regression,2.5941944312405694,1,affected,0.4186388463972605,0.4442
292,8,train,regression,2.5941944312405694,26,no_difference,0.09424414504937262,0.1842
293,8,train,regression,2.5941944312405694,8,affected,0.3709889467320626,0.1424
294,8,train,regression,2.5941944312405694,6,affected,0.3709889467320626,0.2102
295,8,train,regression,2.5941944312405694,2,affected,0.4450171894464712,0.6936
296,8,train,regression,2.5941944312405694,11,caused,0.6516020055675287,0.539
297,8,train,regression,2.5941944312405694,17,caused,0.3004195318259041,0.2198
298,8,train,regression,2.5941944312405694,25,no_difference,0.12808099092779532,0.234
299,8,train,regression,2.5941944312405694,5,affected,0.33688611323600937,0.2108
300,8,train,regression,2.5941944312405694,31,enabled,0.3634621353324862,0.2504
301,8,train,regression,2.5941944312405694,13,caused,0.30969707501363014,0.3462
302,8,train,regression,2.5941944312405694,18,no_difference,0.42396758785209027,0.2762
303,8,train,regression,2.5941944312405694,12,caused,0.8780215484247191,0.6706
304,8,train,regression,2.5941944312405694,7,affected,0.3709889467320626,0.1922
305,8,train,regression,2.5941944312405694,27,enabled,0.5932917683918144,0.5834
306,8,test,regression,2.5941944312405694,34,enabled,0.41068893254327987,0.1744
307,8,test,regression,2.5941944312405694,30,enabled,0.6908502852719182,0.7934
308,8,test,regression,2.5941944312405694,3,affected,0.7470558800196887,0.4784
309,8,test,regression,2.5941944312405694,24,no_difference,0.7936077164619876,0.723
310,8,test,regression,2.5941944312405694,21,no_difference,0.23973633993061644,0.1978
311,8,test,regression,2.5941944312405694,14,caused,0.6990411178392203,0.6836
312,8,test,regression,2.5941944312405694,23,no_difference,0.3050741591333244,0.282
313,8,test,regression,2.5941944312405694,4,affected,0.6774057360329266,0.4196
314,8,test,regression,2.5941944312405694,10,caused,0.5240491007164036,0.5508
315,8,test,regression,2.5941944312405694,15,caused,0.34615482691555866,0.1278
316,8,test,regression,2.5941944312405694,32,enabled,0.3708265528105393,0.7004
317,8,test,regression,2.5941944312405694,28,enabled,0.49969402230919363,0.502
318,8,test,regression,2.5941944312405694,33,enabled,0.6411195788640062,0.781
319,8,test,regression,2.5941944312405694,9,caused,0.33096462321276987,0.4966
320,8,test,regression,2.5941944312405694,19,no_difference,0.5,0.4882
321,8,test,regression,2.5941944312405694,16,caused,0.22005786003636715,0.1916
322,8,test,regression,2.5941944312405694,22,no_difference,0.21766438674990513,0.197
323,8,test,regression,2.5941944312405694,0,affected,0.5307201279237317,0.6858
324,9,train,regression,2.402958477244753,33,enabled,0.6312200089038997,0.781
325,9,train,regression,2.402958477244753,24,no_difference,0.7768716418573756,0.723
326,9,train,regression,2.402958477244753,27,enabled,0.5865582788781563,0.5834
327,9,train,regression,2.402958477244753,19,no_difference,0.5,0.4882
328,9,train,regression,2.402958477244753,8,affected,0.38011602966274294,0.1424
329,9,train,regression,2.402958477244753,3,affected,0.7316751203490316,0.4784
330,9,train,regression,2.402958477244753,17,caused,0.31367627591189123,0.2198
331,9,train,regression,2.402958477244753,15,caused,0.35684100707055494,0.1278
332,9,train,regression,2.402958477244753,25,no_difference,0.14471824400550548,0.234
333,9,train,regression,2.402958477244753,13,caused,0.322468815365728,0.3462
334,9,train,regression,2.402958477244753,29,enabled,0.46885712107953703,0.4366
335,9,train,regression,2.402958477244753,4,affected,0.6653407134428434,0.4196
336,9,train,regression,2.402958477244753,10,caused,0.5222787164816565,0.5508
337,9,train,regression,2.402958477244753,0,affected,0.528460624857541,0.6858
338,9,train,regression,2.402958477244753,14,caused,0.6858120075043693,0.6836
339,9,train,regression,2.402958477244753,22,no_difference,0.2341505613117418,0.197
340,9,train,regression,2.402958477244753,21,no_difference,0.25558435917463895,0.1978
341,9,train,regression,2.402958477244753,20,no_difference,0.4754589924845183,0.2886
342,9,test,regression,2.402958477244753,9,caused,0.3425521306675961,0.4966
343,9,test,regression,2.402958477244753,30,enabled,0.6780493710326458,0.7934
344,9,test,regression,2.402958477244753,28,enabled,0.49971657802894437,0.502
345,9,test,regression,2.402958477244753,1,affected,0.4245414337832104,0.4442
346,9,test,regression,2.402958477244753,2,affected,0.44904110961158944,0.6936
347,9,test,regression,2.402958477244753,5,affected,0.3481274076222494,0.2108
348,9,test,regression,2.402958477244753,16,caused,0.23648407984235384,0.1916
349,9,test,regression,2.402958477244753,6,affected,0.38011602966274294,0.2102
350,9,test,regression,2.402958477244753,18,no_difference,0.42949491423541775,0.2762
351,9,test,regression,2.402958477244753,32,enabled,0.37996414067501366,0.7004
352,9,test,regression,2.402958477244753,11,caused,0.6410524887117921,0.539
353,9,test,regression,2.402958477244753,31,enabled,0.37307203183766824,0.2504
354,9,test,regression,2.402958477244753,23,no_difference,0.3180901146972437,0.282
355,9,test,regression,2.402958477244753,7,affected,0.38011602966274294,0.1922
356,9,test,regression,2.402958477244753,34,enabled,0.41714669308289076,0.1744
357,9,test,regression,2.402958477244753,26,no_difference,0.10947952719412776,0.1842
358,9,test,regression,2.402958477244753,35,enabled,0.4580173495558845,0.7284
359,9,test,regression,2.402958477244753,12,caused,0.861561750687613,0.6706
360,10,train,regression,2.824087038802715,8,affected,0.360138090224546,0.1424
361,10,train,regression,2.824087038802715,33,enabled,0.652862445141893,0.781
362,10,train,regression,2.824087038802715,5,affected,0.3236136292110909,0.2108
363,10,train,regression,2.824087038802715,35,enabled,0.4507039323965615,0.7284
364,10,train,regression,2.824087038802715,17,caused,0.28491513702110094,0.2198
365,10,train,regression,2.824087038802715,31,enabled,0.3520529013964952,0.2504
366,10,train,regression,2.824087038802715,7,affected,0.360138090224546,0.1922
367,10,train,regression,2.824087038802715,1,affected,0.411573956145416,0.4442
368,10,train,regression,2.824087038802715,30,enabled,0.7058587516915509,0.7934
369,10,train,regression,2.824087038802715,16,caused,0.20141719483532852,0.1916
370,10,train,regression,2.824087038802715,15,caused,0.33351180357260235,0.1278
371,10,train,regression,2.824087038802715,19,no_difference,0.5,0.4882
372,10,train,regression,2.824087038802715,3,affected,0.764757568102985,0.4784
373,10,train,regression,2.824087038802715,14,caused,0.7145156271131011,0.6836
374,10,train,regression,2.824087038802715,0,affected,0.5334346951922541,0.6858
375,10,train,regression,2.824087038802715,4,affected,0.6916018073019894,0.4196
376,10,train,regression,2.824087038802715,24,no_difference,0.8124733957279878,0.723
